smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",cid,compound_name,cid_paras,Molecular_Weight,XLogP3,Hydrogen_Bond_Donor_Count,Hydrogen_Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Topological_Polar_Surface_Area,Heavy_Atom_Count,Formal_Charge,Complexity,Isotope_Atom_Count,Defined_Atom_Stereocenter_Count,Undefined_Atom_Stereocenter_Count,Defined_Bond_Stereocenter_Count,Undefined_Bond_Stereocenter_Count,Covalently_Bonded_Unit_Count,Compound_Is_Canonicalized,Physical_Description,Color/Form,Odor,Boiling_Point,Melting_Point,Flash_Point,Solubility,Density,Description
CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,42615,68630-75-1 (Free base),42615.0,1239.4,-0.1,15.0,15.0,33.0,1238.65602686,1238.65602686,"441,""Unit"":""Å²""",89.0,0.0,2450.0,0.0,0.0,9.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 42615,compound_name is 68630-75-1 (Free base),cid_paras is 42615,Molecular_Weight is 1239.4,XLogP3 is -0.1,Hydrogen_Bond_Donor_Count is 15,Hydrogen_Bond_Acceptor_Count is 15,Rotatable_Bond_Count is 33,Exact_Mass is 1238.65602686,Monoisotopic_Mass is 1238.65602686,Topological_Polar_Surface_Area is 441,""Unit"":""Å²"",Heavy_Atom_Count is 89,Formal_Charge is 0,Complexity is 2450,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 9,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)OC(O2)C6CCCCC6,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,444033,"2-[(1S,2S,4R,8S,9S,11S,12S,13R)-6-cyclohexyl-11-hydroxy-9,13-dimethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.0^{2,9}.0^{4,8}.0^{13,18}]icosa-14,17-dien-8-yl]-2-oxoethyl 2-methylpropanoate",444033.0,540.7,5.3,1.0,7.0,6.0,540.30870374,540.30870374,"99.1,""Unit"":""Å²""",39.0,0.0,1100.0,0.0,8.0,1.0,0.0,0.0,1.0,Yes,Solid,,,,,,1.57e-03g/L,,"cid is 444033,compound_name is 2-[(1S,2S,4R,8S,9S,11S,12S,13R)-6-cyclohexyl-11-hydroxy-9,13-dimethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.0^{2,9}.0^{4,8}.0^{13,18}]icosa-14,17-dien-8-yl]-2-oxoethyl 2-methylpropanoate,cid_paras is 444033,Molecular_Weight is 540.7,XLogP3 is 5.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 6,Exact_Mass is 540.30870374,Monoisotopic_Mass is 540.30870374,Topological_Polar_Surface_Area is 99.1,""Unit"":""Å²"",Heavy_Atom_Count is 39,Formal_Charge is 0,Complexity is 1100,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 8,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Solubility is 1.57e-03g/L"
C(CC(C(F)F)(C(=O)O)N)CN,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,3009,Eflornithine,3009.0,182.17,-2.9,3.0,6.0,5.0,182.08668395,182.08668395,"89.3,""Unit"":""Å²""",12.0,0.0,166.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,,,,"347,""Unit"":""ºC""",,,>10mg/mL,,"cid is 3009,compound_name is Eflornithine,cid_paras is 3009,Molecular_Weight is 182.17,XLogP3 is -2.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 5,Exact_Mass is 182.08668395,Monoisotopic_Mass is 182.08668395,Topological_Polar_Surface_Area is 89.3,""Unit"":""Å²"",Heavy_Atom_Count is 12,Formal_Charge is 0,Complexity is 166,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Boiling_Point is 347,""Unit"":""ºC"",Solubility is >10mg/mL"
[H-].[H-].[Sr+2],0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5483631,CID 5483631,5483631.0,89.64,,0.0,2.0,0.0,89.92126232,89.92126232,"0,""Unit"":""Å²""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Yes,,,,,,,,,"cid is 5483631,compound_name is CID 5483631,cid_paras is 5483631,Molecular_Weight is 89.64,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 89.92126232,Monoisotopic_Mass is 89.92126232,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 1,Formal_Charge is 0,Complexity is 0,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 3,Compound_Is_Canonicalized is Yes"
CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)[NH3+])O,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1690,Doxorubicin (Adriamycin) HCl,1690.0,544.5,1.3,6.0,11.0,5.0,544.18188577,544.18188577,"208,""Unit"":""Å²""",39.0,1.0,977.0,0.0,0.0,6.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 1690,compound_name is Doxorubicin (Adriamycin) HCl,cid_paras is 1690,Molecular_Weight is 544.5,XLogP3 is 1.3,Hydrogen_Bond_Donor_Count is 6,Hydrogen_Bond_Acceptor_Count is 11,Rotatable_Bond_Count is 5,Exact_Mass is 544.18188577,Monoisotopic_Mass is 544.18188577,Topological_Polar_Surface_Area is 208,""Unit"":""Å²"",Heavy_Atom_Count is 39,Formal_Charge is 1,Complexity is 977,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 6,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
C[C@@H](C(=O)O)N.CC(=O)O.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3081884,CID 3081884,3081884.0,623.7,,12.0,18.0,13.0,623.30138651,623.30138651,"374,""Unit"":""Å²""",43.0,0.0,519.0,0.0,4.0,0.0,0.0,0.0,5.0,Yes,,,,,,,,,"cid is 3081884,compound_name is CID 3081884,cid_paras is 3081884,Molecular_Weight is 623.7,Hydrogen_Bond_Donor_Count is 12,Hydrogen_Bond_Acceptor_Count is 18,Rotatable_Bond_Count is 13,Exact_Mass is 623.30138651,Monoisotopic_Mass is 623.30138651,Topological_Polar_Surface_Area is 374,""Unit"":""Å²"",Heavy_Atom_Count is 43,Formal_Charge is 0,Complexity is 519,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 4,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 5,Compound_Is_Canonicalized is Yes"
CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CC3=CC=CC=C3C=C2)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,25077405,Nafarelin,25077405.0,1322.5,0.8,16.0,15.0,33.0,1321.63562577,1321.63562577,"475,""Unit"":""Å²""",96.0,0.0,2730.0,0.0,9.0,0.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 25077405,compound_name is Nafarelin,cid_paras is 25077405,Molecular_Weight is 1322.5,XLogP3 is 0.8,Hydrogen_Bond_Donor_Count is 16,Hydrogen_Bond_Acceptor_Count is 15,Rotatable_Bond_Count is 33,Exact_Mass is 1321.63562577,Monoisotopic_Mass is 1321.63562577,Topological_Polar_Surface_Area is 475,""Unit"":""Å²"",Heavy_Atom_Count is 96,Formal_Charge is 0,Complexity is 2730,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 9,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,9904,Nandrolone,9904.0,274.4,2.6,1.0,2.0,0.0,274.193280068,274.193280068,"37.3,""Unit"":""Å²""",20.0,0.0,466.0,0.0,6.0,0.0,0.0,0.0,1.0,Yes,Solid,Dimorphiccrystals,,,112and124°C,,"Solubleinether,chloroform,andalcohol"",""Markup"":[{""Start"":18,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/chloroform"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6212",,"cid is 9904,compound_name is Nandrolone,cid_paras is 9904,Molecular_Weight is 274.4,XLogP3 is 2.6,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 274.193280068,Monoisotopic_Mass is 274.193280068,Topological_Polar_Surface_Area is 37.3,""Unit"":""Å²"",Heavy_Atom_Count is 20,Formal_Charge is 0,Complexity is 466,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 6,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Dimorphiccrystals,Melting_Point is 112and124°C,Solubility is Solubleinether,chloroform,andalcohol"",""Markup"":[{""Start"":18,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/chloroform"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6212"
CS(=O)(=O)O.C1CNC[C@H]([C@@H]1C2=CC=CC=C2)COC3=CC4=C(C=C3)OCO4,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,206527,"(3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-phenylpiperidine;methanesulfonic acid",206527.0,407.5,,2.0,7.0,4.0,407.14025869,407.14025869,"103,""Unit"":""Å²""",28.0,0.0,464.0,0.0,2.0,0.0,0.0,0.0,2.0,Yes,,,,,,,,,"cid is 206527,compound_name is (3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-phenylpiperidine;methanesulfonic acid,cid_paras is 206527,Molecular_Weight is 407.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 4,Exact_Mass is 407.14025869,Monoisotopic_Mass is 407.14025869,Topological_Polar_Surface_Area is 103,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 464,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 2,Compound_Is_Canonicalized is Yes"
C1CC1C2=NC3=CC=CC=C3C(=C2C=C[C@H](C[C@H](CC(=O)O)O)O)C4=CC=C(C=C4)F,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,132804,CID 132804,132804.0,421.5,3.5,3.0,6.0,8.0,421.16893641,421.16893641,"90.6,""Unit"":""Å²""",31.0,0.0,631.0,0.0,2.0,0.0,0.0,1.0,1.0,Yes,,,,,,,,,"cid is 132804,compound_name is CID 132804,cid_paras is 132804,Molecular_Weight is 421.5,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 8,Exact_Mass is 421.16893641,Monoisotopic_Mass is 421.16893641,Topological_Polar_Surface_Area is 90.6,""Unit"":""Å²"",Heavy_Atom_Count is 31,Formal_Charge is 0,Complexity is 631,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 1,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,18140,"(17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) N,N-bis(2-chloroethyl)carbamate",18140.0,440.4,4.0,1.0,3.0,6.0,439.1680992,439.1680992,"49.8,""Unit"":""Å²""",29.0,0.0,585.0,0.0,0.0,5.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 18140,compound_name is (17-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) N,N-bis(2-chloroethyl)carbamate,cid_paras is 18140,Molecular_Weight is 440.4,XLogP3 is 4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 6,Exact_Mass is 439.1680992,Monoisotopic_Mass is 439.1680992,Topological_Polar_Surface_Area is 49.8,""Unit"":""Å²"",Heavy_Atom_Count is 29,Formal_Charge is 0,Complexity is 585,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 5,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4630253,"7-chloro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",4630253.0,408.9,2.2,3.0,5.0,2.0,408.1703517,408.1703517,"94.8,""Unit"":""Å²""",28.0,0.0,790.0,0.0,0.0,9.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 4630253,compound_name is 7-chloro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one,cid_paras is 4630253,Molecular_Weight is 408.9,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 2,Exact_Mass is 408.1703517,Monoisotopic_Mass is 408.1703517,Topological_Polar_Surface_Area is 94.8,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 790,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 9,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1775,Phenytoin,1775.0,252.27,2.5,2.0,2.0,2.0,252.08987763,252.08987763,"58.2,""Unit"":""Å²""",19.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,"Phenytoinappearsasfinewhiteoralmostwhitecrystallinepowder.Odorlessoralmostodorless.Tasteless.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Phenytoin"",""Type"":""PubChemInternalLink"",""Extra"":""CID-1775",Needles(alcohol),Odorless,,"563to568°F(NTP,1992)",,>37.8[ug/mL](ThemeanoftheresultsatpH7.4),,"cid is 1775,compound_name is Phenytoin,cid_paras is 1775,Molecular_Weight is 252.27,XLogP3 is 2.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 252.089877630,Monoisotopic_Mass is 252.089877630,Topological_Polar_Surface_Area is 58.2,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 350,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Phenytoinappearsasfinewhiteoralmostwhitecrystallinepowder.Odorlessoralmostodorless.Tasteless.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Phenytoin"",""Type"":""PubChemInternalLink"",""Extra"":""CID-1775,Color/Form is Needles(alcohol),Odor is Odorless,Melting_Point is 563to568°F(NTP,1992),Solubility is >37.8[ug/mL](ThemeanoftheresultsatpH7.4)"
[H+].[H+].C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,157429,Gadopentetic acid [MI],157429.0,547.6,,2.0,13.0,11.0,548.03898,548.03898,"210,""Unit"":""Å²""",28.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,4.0,Yes,,,,,,,,,"cid is 157429,compound_name is Gadopentetic acid [MI],cid_paras is 157429,Molecular_Weight is 547.6,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 13,Rotatable_Bond_Count is 11,Exact_Mass is 548.03898,Monoisotopic_Mass is 548.03898,Topological_Polar_Surface_Area is 210,""Unit"":""Å²"",Heavy_Atom_Count is 28,Formal_Charge is 0,Complexity is 454,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 4,Compound_Is_Canonicalized is Yes"
CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+],1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,23668479,Raltegravir Potassium,23668479.0,482.5,,2.0,9.0,6.0,482.11162741,482.11162741,"153,""Unit"":""Å²""",33.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,2.0,Yes,,,,,,,,,"cid is 23668479,compound_name is Raltegravir Potassium,cid_paras is 23668479,Molecular_Weight is 482.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 6,Exact_Mass is 482.11162741,Monoisotopic_Mass is 482.11162741,Topological_Polar_Surface_Area is 153,""Unit"":""Å²"",Heavy_Atom_Count is 33,Formal_Charge is 0,Complexity is 843,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 2,Compound_Is_Canonicalized is Yes"
CC(=O)NC1=[N+](N=C(S1)S(=O)(=O)N)C,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1798,"N-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-3-ium-2-yl)acetamide",1798.0,237.3,-0.5,2.0,6.0,2.0,237.01160751,237.01160751,"143,""Unit"":""Å²""",14.0,1.0,324.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 1798,compound_name is N-(3-methyl-5-sulfamoyl-1,3,4-thiadiazol-3-ium-2-yl)acetamide,cid_paras is 1798,Molecular_Weight is 237.3,XLogP3 is -0.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 2,Exact_Mass is 237.01160751,Monoisotopic_Mass is 237.01160751,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 1,Complexity is 324,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1805,"Azacytidine, 5-",1805.0,244.2,-2.2,4.0,5.0,2.0,244.0807695,244.0807695,"141,""Unit"":""Å²""",17.0,0.0,384.0,0.0,0.0,4.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 1805,compound_name is Azacytidine, 5-,cid_paras is 1805,Molecular_Weight is 244.20,XLogP3 is -2.2,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 2,Exact_Mass is 244.08076950,Monoisotopic_Mass is 244.08076950,Topological_Polar_Surface_Area is 141,""Unit"":""Å²"",Heavy_Atom_Count is 17,Formal_Charge is 0,Complexity is 384,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 4,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1875,"4-[(11,17-Dihydroxy-6-methyl-3,20-dioxopregna-1,4-dien-21-yl)oxy]-4-oxobutanoic acid",1875.0,474.5,2.2,3.0,8.0,7.0,474.22536804,474.22536804,"138,""Unit"":""Å²""",34.0,0.0,981.0,0.0,0.0,8.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 1875,compound_name is 4-[(11,17-Dihydroxy-6-methyl-3,20-dioxopregna-1,4-dien-21-yl)oxy]-4-oxobutanoic acid,cid_paras is 1875,Molecular_Weight is 474.5,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 7,Exact_Mass is 474.22536804,Monoisotopic_Mass is 474.22536804,Topological_Polar_Surface_Area is 138,""Unit"":""Å²"",Heavy_Atom_Count is 34,Formal_Charge is 0,Complexity is 981,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 8,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,132971,Abiraterone,132971.0,349.5,4.6,1.0,2.0,1.0,349.240564612,349.240564612,"33.1,""Unit"":""Å²""",26.0,0.0,636.0,0.0,6.0,0.0,0.0,0.0,1.0,Yes,,,,,147,,,,"cid is 132971,compound_name is Abiraterone,cid_paras is 132971,Molecular_Weight is 349.5,XLogP3 is 4.6,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 349.240564612,Monoisotopic_Mass is 349.240564612,Topological_Polar_Surface_Area is 33.1,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 636,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 6,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Melting_Point is 147"
